-1.89;-2.62;7.87;-0.45;0.10;0.90
-2.01;-9.63;-17.01;-0.42;0.13;0.93
-7.44;1.34;-3.78;-0.43;0.08;0.91
1.83;-3.29;2.32;-0.42;0.11;0.95
2.99;-0.61;5.61;-0.40;0.09;0.93
4.15;7.68;2.80;-0.39;0.09;0.93
0.12;-1.40;2.50;-0.41;0.12;0.97
-1.95;0.24;-0.98;-0.41;0.11;0.94
-2.87;-12.74;-31.04;-0.39;0.10;0.93
-27.13;-35.37;-23.90;-0.27;-0.16;0.96
101.89;-42.38;61.52;-0.30;-0.06;1.24
-26.22;-12.20;-54.09;-0.28;-0.09;0.97
22.26;-21.46;13.23;-0.31;0.15;1.04
-0.79;3.11;12.38;-0.27;-0.02;0.99
7.13;-0.37;5.61;-0.23;0.01;1.02
1.77;-0.67;1.89;-0.21;0.03;1.01
-2.07;1.04;-2.80;-0.23;-0.00;1.02
-0.79;-0.79;-0.85;-0.23;0.01;1.01
-1.89;0.91;-3.54;-0.20;0.04;1.01
0.43;0.24;0.55;-0.21;0.02;1.00
-1.95;-1.28;-3.54;-0.23;-0.00;1.02
4.21;-0.67;3.78;-0.24;0.04;1.03
5.79;-4.82;8.23;-0.20;0.02;1.02
2.62;0.30;6.65;-0.17;0.06;0.87
-3.17;1.59;-3.29;-0.20;0.04;1.00
-5.55;0.91;-7.44;-0.21;0.05;1.02
-0.12;0.85;1.65;-0.20;0.02;1.02
3.41;-5.30;5.30;-0.19;0.06;1.01
8.60;2.62;9.39;-0.19;0.06;1.04
-1.89;1.65;-2.93;-0.19;0.05;1.03
7.13;10.85;-0.67;-0.05;0.36;0.91
0.00;-0.24;0.79;-0.16;0.32;0.97
0.30;-0.91;2.62;-0.17;0.33;0.95
2.20;2.99;8.54;-0.07;0.45;0.91
-16.28;24.70;-2.74;-0.11;0.34;0.91
